battle_time,map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20260314T010210.000Z,Deep End,Knockout,Pyramidquest,knockout,False,PIPER,NANI,BYRON,NANI,PIERCE,PIPER,Marksman,Marksman,Support,Marksman,Unknown,Marksman,Epic,Epic,Mythic,Epic,Legendary,Epic
20260314T005835.000Z,Double Swoosh,Gem Grab,Madevilmanor,gemGrab,False,CORDELIUS,EMZ,KENJI,CROW,BULL,SIRIUS,Assassin,Controller,Assassin,Assassin,Tank,Unknown,Legendary,Epic,Legendary,Legendary,Rare,Ultra Legendary
20260314T005617.000Z,Deep End,Knockout,Pyramidquest,knockout,True,PIPER,PIERCE,NANI,SIRIUS,BROCK,PIERCE,Marksman,Unknown,Marksman,Unknown,Marksman,Unknown,Epic,Legendary,Epic,Ultra Legendary,Rare,Legendary
20260314T005306.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,GRAY,FRANK,SIRIUS,SIRIUS,MANDY,DYNAMIKE,Support,Tank,Unknown,Unknown,Marksman,Artillery,Mythic,Epic,Ultra Legendary,Ultra Legendary,Epic,Super Rare
20260314T005055.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,FRANK,SIRIUS,GRAY,SPIKE,EL PRIMO,SIRIUS,Tank,Unknown,Support,Damage Dealer,Tank,Unknown,Epic,Ultra Legendary,Mythic,Legendary,Rare,Ultra Legendary
20260314T004745.000Z,Double Swoosh,Gem Grab,Madevilmanor,gemGrab,True,SIRIUS,CROW,BULL,LILY,ALLI,CROW,Unknown,Assassin,Tank,Assassin,Unknown,Assassin,Ultra Legendary,Legendary,Rare,Mythic,Mythic,Legendary
20260314T015931.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BIBI,SPIKE,SIRIUS,SIRIUS,BULL,BIBI,Tank,Damage Dealer,Unknown,Unknown,Tank,Tank,Epic,Legendary,Ultra Legendary,Ultra Legendary,Rare,Epic
20260314T015603.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SIRIUS,BIBI,SPIKE,SIRIUS,BIBI,BULL,Unknown,Tank,Damage Dealer,Unknown,Tank,Tank,Ultra Legendary,Epic,Legendary,Ultra Legendary,Epic,Rare
20260314T015257.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SIRIUS,BIBI,BULL,SIRIUS,SPIKE,BIBI,Unknown,Tank,Tank,Unknown,Damage Dealer,Tank,Ultra Legendary,Epic,Rare,Ultra Legendary,Legendary,Epic
20260314T015059.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SIRIUS,SPIKE,BIBI,BULL,SIRIUS,EMZ,Unknown,Damage Dealer,Tank,Tank,Unknown,Controller,Ultra Legendary,Legendary,Epic,Rare,Ultra Legendary,Epic
20260314T014657.000Z,Opening Move,Knockout,Retropolis,knockout,True,GROM,GRAY,LEON,COLT,SPIKE,MINA,Artillery,Support,Assassin,Damage Dealer,Damage Dealer,Unknown,Epic,Mythic,Legendary,Rare,Legendary,Mythic
20260314T014437.000Z,Opening Move,Knockout,Retropolis,knockout,True,SPIKE,COLT,MINA,CROW,MANDY,EMZ,Damage Dealer,Damage Dealer,Unknown,Assassin,Marksman,Controller,Legendary,Rare,Mythic,Legendary,Epic,Epic
20260314T014207.000Z,Opening Move,Knockout,Retropolis,knockout,True,NANI,KAZE,CROW,COLT,MINA,DOUG,Marksman,Unknown,Assassin,Damage Dealer,Unknown,Support,Epic,Ultra Legendary,Legendary,Rare,Mythic,Mythic
20260314T013602.000Z,Opening Move,Knockout,Retropolis,knockout,True,LEON,DOUG,OLLIE,BO,KIT,DOUG,Assassin,Support,Unknown,Controller,Support,Support,Legendary,Mythic,Mythic,Epic,Legendary,Mythic
20260314T012525.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SHELLY,COLT,CROW,SIRIUS,CROW,BIBI,Damage Dealer,Damage Dealer,Assassin,Unknown,Assassin,Tank,Common,Rare,Legendary,Ultra Legendary,Legendary,Epic
20260314T012307.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,RICO,EMZ,CROW,CROW,COLT,SHELLY,Damage Dealer,Controller,Assassin,Assassin,Damage Dealer,Damage Dealer,Super Rare,Epic,Legendary,Legendary,Rare,Common
20260314T012003.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,PIERCE,CROW,COLT,SHELLY,COLT,CROW,Unknown,Assassin,Damage Dealer,Damage Dealer,Damage Dealer,Assassin,Legendary,Legendary,Rare,Common,Rare,Legendary
20260313T224655.000Z,Quintillion,Heist,Bizarrecircus,heist,True,SIRIUS,BIBI,BULL,LUMI,AMBER,BULL,Unknown,Tank,Tank,Damage Dealer,Controller,Tank,Ultra Legendary,Epic,Rare,Mythic,Legendary,Rare
20260313T224425.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BULL,AMBER,LUMI,BULL,COLT,CORDELIUS,Tank,Controller,Damage Dealer,Tank,Damage Dealer,Assassin,Rare,Legendary,Mythic,Rare,Rare,Legendary
20260313T224213.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,AMBER,LUMI,SAM,BULL,MICO,Tank,Controller,Damage Dealer,Assassin,Tank,Assassin,Rare,Legendary,Mythic,Epic,Rare,Mythic
20260313T223951.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BIBI,MELODIE,BUZZ,AMBER,LUMI,BULL,Tank,Assassin,Assassin,Controller,Damage Dealer,Tank,Epic,Mythic,Mythic,Legendary,Mythic,Rare
20260313T223657.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,AMBER,LUMI,COLT,SIRIUS,BIBI,Tank,Controller,Damage Dealer,Damage Dealer,Unknown,Tank,Rare,Legendary,Mythic,Rare,Ultra Legendary,Epic
20260313T223509.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,AMBER,LUMI,SIRIUS,BIBI,CROW,Tank,Controller,Damage Dealer,Unknown,Tank,Assassin,Rare,Legendary,Mythic,Ultra Legendary,Epic,Legendary
20260313T223334.000Z,Quintillion,Heist,Bizarrecircus,heist,False,COLT,BULL,SIRIUS,BULL,AMBER,LUMI,Damage Dealer,Tank,Unknown,Tank,Controller,Damage Dealer,Rare,Rare,Ultra Legendary,Rare,Legendary,Mythic
20260313T223110.000Z,Quintillion,Heist,Bizarrecircus,heist,True,AMBER,LUMI,BULL,RICO,BIBI,COLT,Controller,Damage Dealer,Tank,Damage Dealer,Tank,Damage Dealer,Legendary,Mythic,Rare,Super Rare,Epic,Rare
20260313T222918.000Z,Quintillion,Heist,Bizarrecircus,heist,False,MICO,MELODIE,BULL,AMBER,BULL,LUMI,Assassin,Assassin,Tank,Controller,Tank,Damage Dealer,Mythic,Mythic,Rare,Legendary,Rare,Mythic
20260313T222724.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BULL,BIBI,JESSIE,AMBER,LUMI,BULL,Tank,Tank,Controller,Controller,Damage Dealer,Tank,Rare,Epic,Super Rare,Legendary,Mythic,Rare
20260313T222512.000Z,Quintillion,Heist,Bizarrecircus,heist,False,BULL,LUMI,AMBER,BULL,EMZ,BIBI,Tank,Damage Dealer,Controller,Tank,Controller,Tank,Rare,Mythic,Legendary,Rare,Epic,Epic
20260313T222311.000Z,Quintillion,Heist,Bizarrecircus,heist,True,BULL,LUMI,AMBER,EMZ,BULL,SIRIUS,Tank,Damage Dealer,Controller,Controller,Tank,Unknown,Rare,Mythic,Legendary,Epic,Rare,Ultra Legendary
20260313T104344.000Z,Opening Move,Knockout,Retropolis,knockout,True,KIT,KAZE,FRANK,BROCK,EDGAR,FRANK,Support,Unknown,Tank,Marksman,Assassin,Tank,Legendary,Ultra Legendary,Epic,Rare,Epic,Epic
20260313T104037.000Z,Opening Move,Knockout,Retropolis,knockout,True,SPIKE,ANGELO,EDGAR,LARRY & LAWRIE,SIRIUS,BIBI,Damage Dealer,Marksman,Assassin,Artillery,Unknown,Tank,Legendary,Epic,Epic,Epic,Ultra Legendary,Epic
20260313T103732.000Z,Opening Move,Knockout,Retropolis,knockout,False,BELLE,LILY,EDGAR,KAZE,EDGAR,PIPER,Marksman,Assassin,Assassin,Unknown,Assassin,Marksman,Epic,Mythic,Epic,Ultra Legendary,Epic,Epic
20260313T103541.000Z,Opening Move,Knockout,Retropolis,knockout,True,OTIS,LILY,EDGAR,PIPER,STU,EDGAR,Controller,Assassin,Assassin,Marksman,Assassin,Assassin,Mythic,Mythic,Epic,Epic,Epic,Epic
20260313T103259.000Z,Opening Move,Knockout,Retropolis,knockout,True,PIERCE,SURGE,ZIGGY,GRAY,BEA,PIPER,Unknown,Damage Dealer,Unknown,Support,Marksman,Marksman,Legendary,Legendary,Mythic,Mythic,Epic,Epic
20260313T102710.000Z,Opening Move,Knockout,Retropolis,knockout,True,EDGAR,DOUG,SIRIUS,GROM,JACKY,DYNAMIKE,Assassin,Support,Unknown,Artillery,Tank,Artillery,Epic,Mythic,Ultra Legendary,Epic,Super Rare,Super Rare
20260313T102434.000Z,Opening Move,Knockout,Retropolis,knockout,False,MELODIE,GRAY,BONNIE,NANI,GUS,GROM,Assassin,Support,Marksman,Marksman,Support,Artillery,Mythic,Mythic,Epic,Epic,Super Rare,Epic
20260313T102040.000Z,Opening Move,Knockout,Retropolis,knockout,True,BIBI,GRAY,SQUEAK,LILY,R-T,RICO,Tank,Support,Controller,Assassin,Damage Dealer,Damage Dealer,Epic,Mythic,Mythic,Mythic,Mythic,Super Rare
20260313T072913.000Z,Watermelons,Bounty,Pyramidquest,bounty,True,BULL,FANG,RICO,KAZE,BIBI,STU,Tank,Assassin,Damage Dealer,Unknown,Tank,Assassin,Rare,Mythic,Super Rare,Ultra Legendary,Epic,Epic
20260313T072611.000Z,Hyacinth House,Hot Zone,Madevilmanor,hotZone,True,BULL,GLOWBERT,LUMI,ROSA,MEG,FRANK,Tank,Unknown,Damage Dealer,Tank,Tank,Tank,Rare,Mythic,Mythic,Rare,Legendary,Epic
20260313T072420.000Z,Hyacinth House,Hot Zone,Madevilmanor,hotZone,True,FRANK,MEG,ROSA,CROW,OTIS,DOUG,Tank,Tank,Tank,Assassin,Controller,Support,Epic,Legendary,Rare,Legendary,Mythic,Mythic
20260313T072220.000Z,Hyacinth House,Hot Zone,Madevilmanor,hotZone,False,GALE,SPIKE,LILY,ROSA,MEG,FRANK,Controller,Damage Dealer,Assassin,Tank,Tank,Tank,Epic,Legendary,Mythic,Rare,Legendary,Epic
20260314T014946.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SIRIUS,BIBI,FINX,SHELLY,GALE,RICO,Unknown,Tank,Unknown,Damage Dealer,Controller,Damage Dealer,Ultra Legendary,Epic,Mythic,Common,Epic,Super Rare
20260314T014650.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SHELLY,GALE,RICO,CROW,MORTIS,BIBI,Damage Dealer,Controller,Damage Dealer,Assassin,Assassin,Tank,Common,Epic,Super Rare,Legendary,Mythic,Epic
20260314T014433.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,GALE,SHELLY,RICO,SIRIUS,BIBI,KENJI,Controller,Damage Dealer,Damage Dealer,Unknown,Tank,Assassin,Epic,Common,Super Rare,Ultra Legendary,Epic,Legendary
20260314T014241.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,BIBI,COLT,SHELLY,GALE,RICO,Tank,Tank,Damage Dealer,Damage Dealer,Controller,Damage Dealer,Rare,Epic,Rare,Common,Epic,Super Rare
20260314T014059.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,RICO,BIBI,CROW,SHELLY,RICO,GALE,Damage Dealer,Tank,Assassin,Damage Dealer,Damage Dealer,Controller,Super Rare,Epic,Legendary,Common,Super Rare,Epic
20260314T013914.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MORTIS,COLT,BIBI,GALE,RICO,SHELLY,Assassin,Damage Dealer,Tank,Controller,Damage Dealer,Damage Dealer,Mythic,Rare,Epic,Epic,Super Rare,Common
20260314T013727.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SHELLY,GALE,BULL,GLOWBERT,MORTIS,RICO,Damage Dealer,Controller,Tank,Unknown,Assassin,Damage Dealer,Common,Epic,Rare,Mythic,Mythic,Super Rare
20260314T013557.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,SHELLY,GALE,BULL,BIBI,MAISIE,CROW,Damage Dealer,Controller,Tank,Tank,Marksman,Assassin,Common,Epic,Rare,Epic,Epic,Legendary
20260314T013416.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,MEG,BIBI,COLT,SHELLY,TARA,BULL,Tank,Tank,Damage Dealer,Damage Dealer,Damage Dealer,Tank,Legendary,Epic,Rare,Common,Mythic,Rare
20260314T013228.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,BULL,TARA,BIBI,BULL,RICO,Tank,Tank,Damage Dealer,Tank,Tank,Damage Dealer,Rare,Rare,Mythic,Epic,Rare,Super Rare
20260314T013046.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,CHESTER,EL PRIMO,SIRIUS,EL PRIMO,TARA,BULL,Damage Dealer,Tank,Unknown,Tank,Damage Dealer,Tank,Legendary,Rare,Ultra Legendary,Rare,Mythic,Rare
20260314T012905.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,TARA,BULL,BUZZ,COLT,SIRIUS,Tank,Damage Dealer,Tank,Assassin,Damage Dealer,Unknown,Rare,Mythic,Rare,Mythic,Rare,Ultra Legendary
20260314T012721.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BIBI,RICO,COLT,EL PRIMO,BULL,TARA,Tank,Damage Dealer,Damage Dealer,Tank,Tank,Damage Dealer,Epic,Super Rare,Rare,Rare,Rare,Mythic
20260314T012545.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,BULL,TARA,LILY,BONNIE,MORTIS,Tank,Tank,Damage Dealer,Assassin,Marksman,Assassin,Rare,Rare,Mythic,Mythic,Epic,Mythic
20260314T012357.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EL PRIMO,TARA,BULL,BIBI,RICO,NITA,Tank,Damage Dealer,Tank,Tank,Damage Dealer,Damage Dealer,Rare,Mythic,Rare,Epic,Super Rare,Rare
20260314T012119.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,GRIFF,BULL,BIBI,BULL,TARA,EL PRIMO,Controller,Tank,Tank,Tank,Damage Dealer,Tank,Epic,Rare,Epic,Rare,Mythic,Rare
20260314T012019.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,RICO,BULL,BIBI,EL PRIMO,TARA,BULL,Damage Dealer,Tank,Tank,Tank,Damage Dealer,Tank,Super Rare,Rare,Epic,Rare,Mythic,Rare
20260314T011753.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,TARA,BULL,BIBI,RICO,MORTIS,Tank,Damage Dealer,Tank,Tank,Damage Dealer,Assassin,Rare,Mythic,Rare,Epic,Super Rare,Mythic
20260314T011632.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EL PRIMO,TARA,BULL,BULL,FRANK,SIRIUS,Tank,Damage Dealer,Tank,Tank,Tank,Unknown,Rare,Mythic,Rare,Rare,Epic,Ultra Legendary
20260314T011358.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,TARA,EL PRIMO,BIBI,SURGE,SIRIUS,Tank,Damage Dealer,Tank,Tank,Damage Dealer,Unknown,Rare,Mythic,Rare,Epic,Legendary,Ultra Legendary
20260314T011241.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,DYNAMIKE,RICO,BULL,EL PRIMO,BULL,TARA,Artillery,Damage Dealer,Tank,Tank,Tank,Damage Dealer,Super Rare,Super Rare,Rare,Rare,Rare,Mythic
20260314T011126.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,EL PRIMO,TARA,BULL,FANG,CROW,COLT,Tank,Damage Dealer,Tank,Assassin,Assassin,Damage Dealer,Rare,Mythic,Rare,Mythic,Legendary,Rare
20260314T010858.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EDGAR,DYNAMIKE,BULL,EL PRIMO,TARA,CROW,Assassin,Artillery,Tank,Tank,Damage Dealer,Assassin,Epic,Super Rare,Rare,Rare,Mythic,Legendary
20260314T010749.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BIBI,PIPER,CORDELIUS,EL PRIMO,TARA,RICO,Tank,Marksman,Assassin,Tank,Damage Dealer,Damage Dealer,Epic,Epic,Legendary,Rare,Mythic,Super Rare
20260314T010611.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SPIKE,EL PRIMO,TARA,BIBI,SIRIUS,MORTIS,Damage Dealer,Tank,Damage Dealer,Tank,Unknown,Assassin,Legendary,Rare,Mythic,Epic,Ultra Legendary,Mythic
20260314T004617.000Z,Opening Move,Knockout,Retropolis,knockout,False,BYRON,BROCK,DYNAMIKE,COLT,BROCK,RICO,Support,Marksman,Artillery,Damage Dealer,Marksman,Damage Dealer,Mythic,Rare,Super Rare,Rare,Rare,Super Rare
20260314T004107.000Z,Opening Move,Knockout,Retropolis,knockout,True,BROCK,COLT,RICO,ANGELO,BIBI,MORTIS,Marksman,Damage Dealer,Damage Dealer,Marksman,Tank,Assassin,Rare,Rare,Super Rare,Epic,Epic,Mythic
20260314T003856.000Z,Opening Move,Knockout,Retropolis,knockout,True,BROCK,COLT,RICO,ANGELO,DOUG,BIBI,Marksman,Damage Dealer,Damage Dealer,Marksman,Support,Tank,Rare,Rare,Super Rare,Epic,Mythic,Epic
20260314T003704.000Z,Opening Move,Knockout,Retropolis,knockout,True,BROCK,RICO,COLT,GROM,DYNAMIKE,BO,Marksman,Damage Dealer,Damage Dealer,Artillery,Artillery,Controller,Rare,Super Rare,Rare,Epic,Super Rare,Epic
20260314T003358.000Z,Opening Move,Knockout,Retropolis,knockout,False,BROCK,JAE-YONG,MORTIS,BROCK,COLT,RICO,Marksman,Unknown,Assassin,Marksman,Damage Dealer,Damage Dealer,Rare,Mythic,Mythic,Rare,Rare,Super Rare
20260314T003113.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,RICO,BROCK,LILY,KIT,MORTIS,Damage Dealer,Damage Dealer,Marksman,Assassin,Support,Assassin,Rare,Super Rare,Rare,Mythic,Legendary,Mythic
20260314T002830.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,BROCK,RICO,RICO,BEA,SIRIUS,Damage Dealer,Marksman,Damage Dealer,Damage Dealer,Marksman,Unknown,Rare,Rare,Super Rare,Super Rare,Epic,Ultra Legendary
20260314T002608.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,RICO,BROCK,LARRY & LAWRIE,MAISIE,LEON,Damage Dealer,Damage Dealer,Marksman,Artillery,Marksman,Assassin,Rare,Super Rare,Rare,Epic,Epic,Legendary
20260314T002311.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,BROCK,FINX,MICO,GUS,BROCK,Damage Dealer,Marksman,Unknown,Assassin,Support,Marksman,Rare,Rare,Mythic,Mythic,Super Rare,Rare
20260314T002012.000Z,Opening Move,Knockout,Retropolis,knockout,False,SIRIUS,EDGAR,EMZ,BROCK,FINX,COLT,Unknown,Assassin,Controller,Marksman,Unknown,Damage Dealer,Ultra Legendary,Epic,Epic,Rare,Mythic,Rare
20260314T001636.000Z,Opening Move,Knockout,Retropolis,knockout,True,BROCK,COLT,BUSTER,SIRIUS,COLT,CROW,Marksman,Damage Dealer,Tank,Unknown,Damage Dealer,Assassin,Rare,Rare,Mythic,Ultra Legendary,Rare,Legendary
20260314T001316.000Z,Opening Move,Knockout,Retropolis,knockout,False,COLT,BUSTER,BROCK,MORTIS,JUJU,GLOWBERT,Damage Dealer,Tank,Marksman,Assassin,Artillery,Unknown,Rare,Mythic,Rare,Mythic,Mythic,Mythic
20260314T001136.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,BROCK,BUSTER,DARRYL,SAM,LEON,Damage Dealer,Marksman,Tank,Tank,Assassin,Assassin,Rare,Rare,Mythic,Super Rare,Epic,Legendary
20260314T000727.000Z,Opening Move,Knockout,Retropolis,knockout,False,GRAY,LEON,FINX,BROCK,COLT,GENE,Support,Assassin,Unknown,Marksman,Damage Dealer,Controller,Mythic,Legendary,Mythic,Rare,Rare,Mythic
20260314T000312.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,BROCK,GENE,DYNAMIKE,COLT,BELLE,Damage Dealer,Marksman,Controller,Artillery,Damage Dealer,Marksman,Rare,Rare,Mythic,Super Rare,Rare,Epic
20260314T005028.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,SIRIUS,DRACO,EMZ,SHADE,MORTIS,CORDELIUS,Unknown,Tank,Controller,Assassin,Assassin,Assassin,Ultra Legendary,Legendary,Epic,Epic,Mythic,Legendary
20260314T004814.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,KENJI,STU,GUS,SHADE,BO,GUS,Assassin,Assassin,Support,Assassin,Controller,Support,Legendary,Epic,Super Rare,Epic,Epic,Super Rare
20260314T004528.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,BULL,COLT,SHADE,BULL,SAM,MORTIS,Tank,Damage Dealer,Assassin,Tank,Assassin,Assassin,Rare,Rare,Epic,Rare,Epic,Mythic
20260314T004244.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,TICK,SHADE,RICO,KIT,MORTIS,SHADE,Artillery,Assassin,Damage Dealer,Support,Assassin,Assassin,Super Rare,Epic,Super Rare,Legendary,Mythic,Epic
20260314T004029.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,CROW,BIBI,BO,SHADE,BUZZ,ROSA,Assassin,Tank,Controller,Assassin,Assassin,Tank,Legendary,Epic,Epic,Epic,Mythic,Rare
20260314T003743.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,SIRIUS,SHADE,RICO,ANGELO,RICO,BIBI,Unknown,Assassin,Damage Dealer,Marksman,Damage Dealer,Tank,Ultra Legendary,Epic,Super Rare,Epic,Super Rare,Epic
20260314T003524.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,SHADE,SIRIUS,LEON,SANDY,LEON,PIPER,Assassin,Unknown,Assassin,Controller,Assassin,Marksman,Epic,Ultra Legendary,Legendary,Legendary,Legendary,Epic
20260314T003316.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,MORTIS,SHADE,RICO,BEA,MORTIS,EL PRIMO,Assassin,Assassin,Damage Dealer,Marksman,Assassin,Tank,Mythic,Epic,Super Rare,Epic,Mythic,Rare
20260314T003002.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,LEON,SHADE,RICO,CORDELIUS,RICO,CROW,Assassin,Assassin,Damage Dealer,Assassin,Damage Dealer,Assassin,Legendary,Epic,Super Rare,Legendary,Super Rare,Legendary
20260314T002807.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,RICO,SAM,LILY,LEON,CROW,SHADE,Damage Dealer,Assassin,Assassin,Assassin,Assassin,Assassin,Super Rare,Epic,Mythic,Legendary,Legendary,Epic
20260314T002607.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,RICO,SHADE,EL PRIMO,RICO,KAZE,CORDELIUS,Damage Dealer,Assassin,Tank,Damage Dealer,Unknown,Assassin,Super Rare,Epic,Rare,Super Rare,Ultra Legendary,Legendary
20260314T001404.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,LILY,DYNAMIKE,SURGE,CROW,ASH,SHADE,Assassin,Artillery,Damage Dealer,Assassin,Tank,Assassin,Mythic,Super Rare,Legendary,Legendary,Epic,Epic
20260314T001146.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,False,BIBI,COLT,SHADE,SURGE,CROW,RICO,Tank,Damage Dealer,Assassin,Damage Dealer,Assassin,Damage Dealer,Epic,Rare,Epic,Legendary,Legendary,Super Rare
20260314T000946.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,RICO,LILY,SHADE,RICO,TRUNK,MORTIS,Damage Dealer,Assassin,Assassin,Damage Dealer,Unknown,Assassin,Super Rare,Mythic,Epic,Super Rare,Epic,Mythic
20260314T000558.000Z,Hard Rock Mine,Gem Grab,Mine,gemGrab,True,BO,MORTIS,SHADE,BO,TARA,CORDELIUS,Controller,Assassin,Assassin,Controller,Damage Dealer,Assassin,Epic,Mythic,Epic,Epic,Mythic,Legendary
20260314T000237.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,TARA,BYRON,CORDELIUS,SIRIUS,EMZ,EL PRIMO,Damage Dealer,Support,Assassin,Unknown,Controller,Tank,Mythic,Mythic,Legendary,Ultra Legendary,Epic,Rare
20260314T000105.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,LEON,TARA,BIBI,BYRON,CORDELIUS,TARA,Assassin,Damage Dealer,Tank,Support,Assassin,Damage Dealer,Legendary,Mythic,Epic,Mythic,Legendary,Mythic
20260313T235741.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,TARA,CORDELIUS,EMZ,DYNAMIKE,EMZ,CORDELIUS,Damage Dealer,Assassin,Controller,Artillery,Controller,Assassin,Mythic,Legendary,Epic,Super Rare,Epic,Legendary
20260313T235449.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,FRANK,TARA,CORDELIUS,EMZ,CORDELIUS,BULL,Tank,Damage Dealer,Assassin,Controller,Assassin,Tank,Epic,Mythic,Legendary,Epic,Legendary,Rare
20260313T235205.000Z,Gem Fort,Gem Grab,Hub,gemGrab,False,MICO,RICO,BIBI,TARA,CORDELIUS,BULL,Assassin,Damage Dealer,Tank,Damage Dealer,Assassin,Tank,Mythic,Super Rare,Epic,Mythic,Legendary,Rare
20260313T234941.000Z,Gem Fort,Gem Grab,Hub,gemGrab,True,TARA,CORDELIUS,MORTIS,BULL,FINX,EDGAR,Damage Dealer,Assassin,Assassin,Tank,Unknown,Assassin,Mythic,Legendary,Mythic,Rare,Mythic,Epic
20260313T234703.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EMZ,BIBI,BULL,DARRYL,BULL,BIBI,Controller,Tank,Tank,Tank,Tank,Tank,Epic,Epic,Rare,Super Rare,Rare,Epic
20260313T234406.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,DARRYL,FANG,CHESTER,BROCK,ASH,MAISIE,Tank,Assassin,Damage Dealer,Marksman,Tank,Marksman,Super Rare,Mythic,Legendary,Rare,Epic,Epic
20260313T234251.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,RICO,CROW,SIRIUS,FRANK,BULL,CHESTER,Damage Dealer,Assassin,Unknown,Tank,Tank,Damage Dealer,Super Rare,Legendary,Ultra Legendary,Epic,Rare,Legendary
20260313T234031.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,FRANK,BIBI,MORTIS,BIBI,COLT,RICO,Tank,Tank,Assassin,Tank,Damage Dealer,Damage Dealer,Epic,Epic,Mythic,Epic,Rare,Super Rare
