map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20,9,13,6,1,76,23,16,38,23,71,0,3,5,2,3,4,5,4,3,3,4,1
20,9,13,6,0,70,38,23,89,9,55,4,2,3,7,6,1,1,3,4,6,1,2
20,9,13,6,1,38,71,23,79,32,16,2,4,3,4,2,5,3,1,4,1,1,3
20,9,13,6,0,38,23,71,55,48,81,2,3,4,1,4,3,3,4,1,2,3,3
20,9,13,6,0,70,38,23,69,6,32,4,2,3,1,4,2,1,3,4,3,1,1
20,9,13,6,1,38,23,71,9,76,90,2,3,4,6,3,3,3,4,1,1,1,2
20,9,13,6,1,38,23,71,70,44,82,2,3,4,2,5,3,3,4,1,3,5,5
20,9,13,6,0,81,77,90,38,23,71,3,0,3,2,3,4,5,5,2,3,4,1
27,13,7,8,1,70,61,27,99,61,0,4,4,5,7,4,3,1,1,3,3,1,5
27,13,7,8,0,60,52,43,71,61,69,4,1,0,4,4,1,1,2,1,1,1,3
27,13,7,8,1,70,61,69,43,61,34,4,4,1,0,4,1,1,1,3,1,1,3
27,13,7,8,1,60,43,71,61,92,55,4,0,4,4,2,1,1,1,1,1,3,2
27,13,7,8,1,70,43,27,48,61,43,4,0,5,4,4,0,1,1,3,3,1,1
27,13,7,8,0,60,96,12,71,61,69,4,0,4,4,4,1,1,5,4,1,1,3
27,13,7,8,1,70,61,69,43,96,61,4,4,1,0,0,4,1,1,3,1,5,1
27,13,7,8,1,60,43,27,61,96,15,4,0,5,4,0,1,1,1,3,1,5,3
27,13,7,8,1,0,61,69,12,43,36,3,4,1,4,0,6,5,1,3,4,1,1
27,13,7,8,1,68,0,61,61,71,43,1,3,4,4,4,0,3,5,1,1,1,1
27,13,7,8,1,0,61,69,71,96,61,3,4,1,4,0,4,5,1,3,1,5,1
27,13,7,8,1,0,61,69,9,61,69,3,4,1,6,4,1,5,1,3,1,1,3
27,13,7,8,1,0,61,69,62,96,43,3,4,1,5,0,0,5,1,3,3,5,1
27,13,7,8,1,0,61,43,27,96,92,3,4,0,5,0,2,5,1,1,3,5,3
27,13,7,8,1,0,61,69,34,30,66,3,4,1,1,1,1,5,1,3,3,1,3
27,13,7,8,1,60,0,69,43,69,61,4,3,1,0,1,4,1,5,3,1,3,1
27,13,7,8,1,43,61,0,0,61,43,0,4,3,3,4,0,1,1,5,5,1,1
27,13,7,8,0,60,69,96,0,61,69,4,1,0,3,4,1,1,3,5,5,1,3
27,13,7,8,1,0,61,69,38,39,77,3,4,1,2,7,0,5,1,3,3,3,5
27,13,7,8,1,0,61,69,43,27,41,3,4,1,0,5,5,5,1,3,1,3,3
27,13,7,8,0,27,61,9,27,43,0,5,4,6,5,0,3,3,1,1,3,1,5
20,9,13,6,0,12,89,17,9,89,53,4,7,3,6,7,5,4,6,5,1,6,2
20,9,13,6,0,81,89,43,89,70,69,3,7,0,7,2,1,5,6,1,6,3,3
20,9,13,6,1,88,7,9,9,82,25,7,4,6,6,3,1,6,1,1,1,5,2
20,9,13,6,0,81,41,12,89,79,55,3,5,4,7,4,1,5,3,4,6,1,2
26,5,0,2,1,6,34,9,55,82,9,4,1,6,1,3,6,1,3,1,2,5,1
26,5,0,2,0,68,80,93,93,69,34,1,5,1,1,1,1,3,4,1,1,3,3
7,6,9,3,1,55,17,9,94,95,80,1,3,6,3,3,5,3,5,1,2,3,4
7,6,9,3,1,13,9,95,10,25,9,6,6,3,2,1,6,4,1,3,1,2,1
8,8,15,5,1,68,90,29,32,19,49,1,3,0,2,3,2,3,2,5,1,2,5
6,9,12,6,0,12,79,78,23,44,79,4,4,7,3,5,4,4,1,2,4,5,1
25,3,2,2,1,68,55,19,36,34,82,1,1,3,6,1,3,3,2,2,1,3,5
4,5,0,2,0,31,49,9,69,18,90,6,2,6,1,2,3,4,5,1,3,3,2
0,3,5,2,0,15,9,23,6,89,41,1,6,3,4,7,5,3,1,4,1,6,3
0,3,5,2,1,6,89,41,82,13,9,4,7,5,3,6,6,1,6,3,5,4,1
0,3,5,2,0,68,16,12,41,23,89,1,5,4,5,3,7,3,3,4,3,4,6
0,3,5,2,0,25,89,16,69,89,55,1,7,5,1,7,1,2,6,3,3,6,2
0,3,5,2,0,68,79,89,69,25,89,1,4,7,1,1,7,3,1,6,3,2,6
0,3,5,2,1,68,79,89,90,12,10,1,4,7,3,4,2,3,1,6,2,4,1
0,3,5,2,0,6,25,78,89,69,79,4,1,7,7,1,4,1,2,2,6,3,1
0,3,5,2,1,88,69,79,82,23,88,7,1,4,3,3,3,6,3,1,5,4,0
0,3,5,2,1,68,89,79,89,6,9,1,7,4,7,4,6,3,6,1,6,1,1
0,3,5,2,0,68,89,79,89,9,82,1,7,4,7,6,3,3,6,1,6,1,5
0,3,5,2,0,81,23,25,69,79,89,3,3,1,1,4,7,5,4,2,3,1,6
0,3,5,2,1,9,82,24,69,12,84,6,3,1,1,4,5,1,5,2,3,4,3
0,3,5,2,1,83,69,12,69,23,89,5,1,4,1,3,7,3,3,4,3,4,6
0,3,5,2,0,88,9,68,12,84,69,7,6,3,4,5,1,6,1,3,4,3,3
0,3,5,2,1,7,84,69,25,69,23,4,5,1,1,1,3,1,3,3,2,3,4
0,3,5,2,1,68,84,7,69,89,58,1,5,4,1,7,2,3,3,1,3,6,3
0,3,5,2,0,83,7,69,82,80,9,5,4,1,3,5,6,3,1,3,5,4,1
0,3,5,2,1,23,17,6,9,25,15,3,3,4,6,1,1,4,5,1,1,2,3
0,3,5,2,0,6,9,25,17,6,23,4,6,1,3,4,3,1,1,2,5,1,4
0,3,5,2,0,23,6,90,19,69,44,3,4,3,3,1,5,4,1,2,2,3,5
0,3,5,2,1,23,90,6,6,9,34,3,3,4,4,6,1,4,2,1,1,1,3
0,3,5,2,0,9,25,17,23,90,6,6,1,3,3,3,4,1,2,5,4,2,1
20,9,13,6,0,68,10,99,69,82,95,1,2,7,1,3,3,3,1,3,3,5,3
20,9,13,6,1,68,10,99,9,65,32,1,2,7,6,1,2,3,1,3,1,3,1
20,9,13,6,1,81,43,55,55,69,10,3,0,1,1,1,2,5,1,2,2,3,1
20,9,13,6,1,54,69,10,51,44,9,1,1,2,7,5,6,2,3,1,6,5,1
20,9,13,6,0,23,29,44,69,10,55,3,0,5,1,2,1,4,5,5,3,1,2
20,9,13,6,1,34,99,55,43,26,55,1,7,1,0,6,1,3,3,2,1,5,2
20,9,13,6,0,29,53,26,55,99,34,0,5,6,1,7,1,5,2,5,2,3,3
20,9,13,6,1,34,55,99,12,89,96,1,1,7,4,7,0,3,2,3,4,6,5
20,9,13,6,1,34,55,99,10,26,53,1,1,7,2,6,5,3,2,3,1,5,2
20,9,13,6,0,43,16,79,34,99,55,0,5,4,1,7,1,1,3,1,3,3,2
20,9,13,6,1,44,77,89,34,3,99,5,0,7,1,4,7,5,5,6,3,1,3
20,9,13,6,0,12,89,96,34,3,99,4,7,0,1,4,7,4,6,5,3,1,3
20,9,13,6,1,34,99,55,19,61,66,1,7,1,3,4,1,3,3,2,2,1,3
20,9,13,6,1,34,55,99,89,55,13,1,1,7,7,1,6,3,2,3,6,2,4
20,9,13,6,1,34,99,55,56,29,61,1,7,1,1,0,4,3,3,2,3,5,1
17,4,8,2,1,68,89,74,95,67,89,1,7,2,3,7,7,3,6,3,3,3,6
17,4,8,2,1,18,95,74,89,69,78,2,3,2,7,1,7,3,3,3,6,3,2
17,4,8,2,0,34,25,69,18,95,89,1,1,1,2,3,7,3,2,3,3,3,6
17,4,8,2,0,68,49,93,18,17,19,1,2,1,2,3,3,3,5,1,3,5,2
17,4,8,2,1,23,19,17,89,16,9,3,3,3,7,5,6,4,2,5,6,3,1
17,4,8,2,1,23,17,57,55,34,9,3,3,3,1,1,6,4,5,1,2,3,1
17,4,8,2,1,23,17,19,92,29,69,3,3,3,2,0,1,4,5,2,3,5,3
17,4,8,2,1,56,55,19,9,82,44,3,1,3,6,3,5,1,2,2,1,5,5
24,10,7,6,1,60,13,69,32,79,25,4,6,1,2,4,1,1,4,3,1,1,2
30,4,8,2,1,31,82,58,69,92,61,6,3,2,1,2,4,4,5,3,3,3,1
30,4,8,2,0,70,80,23,25,31,82,4,5,3,1,6,3,1,4,4,2,4,5
30,4,8,2,1,25,31,2,69,13,19,1,6,2,1,6,3,2,4,2,3,4,2
30,4,8,2,0,25,23,46,31,25,58,1,3,6,6,1,2,2,4,5,4,2,3
30,4,8,2,1,17,31,58,27,9,61,3,6,2,5,6,4,5,4,3,3,1,1
30,4,8,2,0,9,34,69,31,25,58,6,1,1,6,1,2,1,3,3,4,2,3
30,4,8,2,0,89,12,23,31,58,25,3,4,3,6,2,1,2,4,4,4,3,2
30,4,8,2,0,9,10,82,25,82,29,6,2,3,1,3,0,1,1,5,2,5,5
30,4,8,2,1,29,82,21,9,29,69,0,3,3,6,0,1,5,5,3,1,5,3
30,4,8,2,0,15,32,90,25,82,36,1,2,3,1,3,6,3,1,2,2,5,1
30,4,8,2,0,13,42,23,25,29,82,6,2,3,1,0,3,4,1,4,2,5,5
30,4,8,2,1,89,29,82,61,69,34,3,0,3,4,1,1,2,5,5,1,3,3
30,4,8,2,1,29,90,32,29,53,9,0,3,2,0,5,6,5,2,1,5,2,1
30,4,8,2,1,32,36,29,9,92,55,2,6,0,6,2,1,1,1,5,1,3,2
30,4,8,2,1,29,90,32,23,26,62,0,3,2,3,6,5,5,2,1,4,5,3
30,4,8,2,1,17,29,36,62,82,0,3,0,6,5,3,3,5,5,1,3,5,5
30,4,8,2,0,49,10,29,32,36,29,2,2,0,2,6,0,5,1,5,1,1,5
30,4,8,2,0,9,65,61,90,29,36,6,1,4,3,0,6,1,3,1,2,5,1
30,4,8,2,1,81,32,36,88,96,80,3,2,6,3,0,5,5,1,1,0,5,4
30,4,8,2,0,60,23,96,8,82,17,4,3,0,5,3,3,1,4,5,1,5,5
30,4,8,2,0,70,23,69,8,82,36,4,3,1,5,3,6,1,4,3,1,5,1
30,4,8,2,1,81,8,32,15,62,90,3,5,2,1,5,3,5,1,1,3,3,2
25,3,2,2,0,23,69,13,9,67,19,3,1,6,6,7,3,4,3,4,1,3,2
25,3,2,2,1,66,32,19,19,13,89,7,2,3,3,6,7,3,1,2,2,4,6
25,3,2,2,0,13,25,9,32,67,19,6,1,6,2,7,3,4,2,1,1,3,2
25,3,2,2,1,32,67,19,89,82,9,2,7,3,7,3,6,1,3,2,6,5,1
25,3,2,2,0,68,9,89,32,67,19,1,6,7,2,7,3,3,1,6,1,3,2
25,3,2,2,1,32,67,19,89,9,25,2,7,3,7,6,1,1,3,2,6,1,2
25,3,2,2,1,32,19,67,82,51,25,2,3,7,3,7,1,1,2,3,5,6,2
25,3,2,2,1,32,67,19,89,78,82,2,7,3,7,7,3,1,3,2,6,2,5
25,3,2,2,0,19,24,9,67,32,19,3,1,6,7,2,3,2,2,1,3,1,2
25,3,2,2,1,32,67,19,96,82,75,2,7,3,0,3,5,1,3,2,5,5,1
25,3,2,2,0,25,19,9,32,67,19,1,3,6,2,7,3,2,2,1,1,3,2
25,3,2,2,0,74,9,82,32,67,19,5,6,3,2,7,3,1,1,5,1,3,2
25,3,2,2,1,32,67,19,82,89,13,2,7,3,3,7,6,1,3,2,5,6,4
25,3,2,2,1,32,67,19,69,82,9,2,7,3,1,3,6,1,3,2,3,5,1
25,3,2,2,0,37,9,69,32,67,19,2,6,1,2,7,3,1,1,3,1,3,2
25,3,2,2,1,32,19,67,34,25,89,2,3,7,1,1,7,1,2,3,3,2,6
25,3,2,2,1,32,67,19,29,36,9,2,7,3,0,6,6,1,3,2,5,1,1
25,3,2,2,0,81,9,13,32,67,19,3,6,6,2,7,3,5,1,4,1,3,2
25,3,2,2,0,10,9,69,32,67,19,2,6,1,2,7,3,1,1,3,1,3,2
25,3,2,2,1,87,89,25,89,9,9,3,7,1,7,6,6,0,6,2,6,1,1
25,3,2,2,0,25,19,67,89,25,9,1,3,7,7,1,6,2,2,3,6,2,1
25,3,2,2,0,68,36,28,67,25,19,1,6,6,7,1,3,3,1,2,3,2,2
25,3,2,2,1,25,67,19,9,25,90,1,7,3,6,1,3,2,3,2,1,2,2
25,3,2,2,1,19,82,52,24,9,23,3,3,1,1,6,3,2,5,2,2,1,4
25,3,2,2,0,89,25,13,19,52,82,3,1,6,3,1,3,2,2,4,2,2,5
25,3,2,2,1,81,19,52,82,24,69,3,3,1,3,1,1,5,2,2,5,2,3
25,3,2,2,1,19,82,52,72,82,25,3,3,1,3,3,1,2,5,2,4,5,2
25,3,2,2,1,19,82,52,36,9,10,3,3,1,6,6,2,2,5,2,1,1,1
25,3,2,2,0,81,67,19,60,80,9,3,7,3,4,5,6,5,3,2,1,4,1
25,3,2,2,0,9,15,53,82,19,67,6,1,5,3,3,7,1,3,2,5,2,3
25,3,2,2,0,81,93,13,60,69,19,3,1,6,4,1,3,5,1,4,1,3,2
25,3,2,2,0,19,57,69,31,13,9,3,3,1,6,6,6,2,1,3,4,4,1
25,3,2,2,1,19,57,69,92,53,69,3,3,1,2,5,1,2,1,3,3,2,3
25,3,2,2,0,9,34,69,19,69,57,6,1,1,3,1,3,1,3,3,2,3,1
25,3,2,2,1,19,57,69,17,36,65,3,3,1,3,6,1,2,1,3,5,1,3
25,3,2,2,0,81,13,36,93,69,60,3,6,6,1,1,4,5,4,1,1,3,1
25,3,2,2,1,92,60,69,32,24,88,1,4,1,2,1,3,1,1,3,1,2,0
25,3,2,2,1,81,9,69,62,40,36,3,6,1,5,7,6,5,1,3,3,3,1
25,3,2,2,0,36,62,40,26,9,30,6,5,7,6,6,1,1,3,3,5,1,1
25,3,2,2,0,54,82,13,36,62,40,1,3,6,6,5,7,2,5,4,1,3,3
25,3,2,2,1,36,62,40,82,9,94,6,5,7,3,6,3,1,3,3,5,1,2
25,3,2,2,0,32,25,23,36,62,40,2,1,3,6,5,7,1,2,4,1,3,3
25,3,2,2,0,52,32,9,36,40,62,1,2,6,6,7,5,2,1,1,1,3,3
25,3,2,2,1,36,40,48,23,96,80,6,7,4,3,0,5,1,3,3,4,5,4
25,3,2,2,0,36,48,88,36,40,25,6,4,3,6,7,1,1,3,0,1,3,2
25,3,2,2,1,36,90,48,55,94,23,6,3,4,1,3,3,1,2,3,2,2,4
25,3,2,2,1,23,9,15,36,33,90,3,6,1,6,3,3,4,1,3,1,3,2
25,3,2,2,0,32,13,9,36,33,90,2,6,6,6,3,3,1,4,1,1,3,2
20,9,13,6,0,23,79,76,25,9,89,3,4,3,1,6,7,4,1,1,2,1,6
20,9,13,6,0,88,53,26,23,79,76,7,5,6,3,4,3,6,2,5,4,1,1
20,9,13,6,1,30,25,89,36,24,12,1,1,7,6,1,4,1,2,6,1,2,4
20,9,13,6,1,15,89,25,79,55,6,1,7,1,4,1,4,3,6,2,1,2,1
20,9,13,6,1,68,55,56,66,63,53,1,1,1,1,7,5,3,2,3,3,1,2
20,9,13,6,1,53,69,67,88,11,16,5,1,7,3,4,5,2,3,3,0,1,3
20,9,13,6,1,87,16,11,69,77,56,3,5,4,1,0,1,0,3,1,3,5,3
20,9,13,6,0,77,81,27,16,11,88,7,3,5,5,4,3,2,3,3,3,1,0
20,9,13,6,1,16,88,11,92,62,25,5,3,4,2,5,1,3,0,1,3,3,2
20,9,13,6,0,66,12,88,16,12,34,7,4,3,5,4,1,3,4,0,3,4,3
20,9,13,6,0,10,82,30,67,12,88,2,3,1,7,4,3,1,5,1,3,4,0
20,9,13,6,0,45,69,51,88,67,12,6,1,7,3,7,4,1,3,6,0,3,4
20,9,13,6,0,9,53,89,12,67,88,6,5,7,4,7,3,1,2,6,4,3,0
20,9,13,6,0,87,67,12,9,16,53,3,7,4,6,5,5,0,3,4,1,3,2
20,9,13,6,0,54,69,84,67,12,88,1,1,5,7,4,3,2,3,3,3,4,0
20,9,13,6,1,66,12,88,53,9,3,7,4,3,5,6,4,3,4,0,2,1,1
20,9,13,6,0,9,6,55,67,88,12,6,4,1,7,3,4,1,1,2,3,0,4
20,9,13,6,1,66,12,88,56,66,82,7,4,3,1,1,3,3,4,0,3,3,5
20,9,13,6,1,66,12,88,55,79,32,7,4,3,1,4,2,3,4,0,2,1,1
20,9,13,6,1,66,88,12,82,55,6,7,3,4,3,1,4,3,0,4,5,2,1
20,9,13,6,1,66,12,88,30,11,89,7,4,3,1,4,7,3,4,0,1,1,6
20,9,13,6,1,88,90,12,96,32,55,7,3,4,0,2,1,6,2,4,5,1,2
20,9,13,6,0,81,70,69,89,12,90,3,2,1,7,4,3,5,3,3,6,4,2
20,9,13,6,1,89,12,89,69,89,63,3,4,7,1,7,7,2,4,6,3,6,1
20,9,13,6,0,22,85,79,89,12,90,3,1,4,7,4,3,1,1,1,6,4,2
20,9,13,6,1,80,12,3,96,66,12,3,4,4,0,1,4,3,4,1,5,3,4
20,9,13,6,1,3,12,81,69,43,90,4,4,3,1,0,3,1,4,3,3,1,2
11,6,6,3,1,2,25,19,55,69,13,2,1,3,1,1,6,2,2,2,2,3,4
11,6,6,3,0,54,89,69,89,32,82,1,7,1,7,2,3,2,6,3,6,1,5
11,6,6,3,1,25,9,73,55,69,89,1,6,7,1,1,7,2,1,3,2,3,6
11,6,6,3,0,54,89,69,9,25,13,1,7,1,6,1,6,2,6,3,1,2,4
11,6,6,3,1,54,89,69,25,82,89,1,7,1,1,3,7,2,6,3,2,5,6
11,6,6,3,1,54,89,69,25,69,13,1,7,1,1,1,6,2,6,3,2,3,4
11,6,6,3,0,13,9,89,55,89,69,6,6,7,1,7,1,4,1,6,2,6,3
11,6,6,3,0,54,9,94,55,89,69,1,6,3,1,7,1,2,1,2,2,6,3
11,6,6,3,1,54,89,69,69,9,82,1,7,1,1,6,3,2,6,3,3,1,5
11,6,6,3,1,54,89,69,9,69,25,1,7,1,6,1,1,2,6,3,1,3,2
11,6,6,3,0,9,89,82,55,89,69,6,7,3,1,7,1,1,6,5,2,6,3
11,6,6,3,1,54,69,89,38,82,13,1,1,7,2,3,6,2,3,6,3,5,4
11,6,6,3,1,54,89,69,89,13,82,1,7,1,7,6,3,2,6,3,6,4,5
11,6,6,3,1,88,69,55,89,64,82,7,1,1,7,6,3,6,3,2,6,2,5
11,6,6,3,1,54,69,89,9,89,17,1,1,7,6,7,3,2,3,6,1,6,5
11,6,6,3,0,48,25,89,55,89,69,4,1,7,1,7,1,3,2,6,2,6,3
11,6,6,3,0,54,89,69,13,82,90,1,7,1,6,3,3,2,6,3,4,5,2
11,6,6,3,1,88,55,69,89,57,9,7,1,1,7,3,6,6,2,3,6,1,1
11,6,6,3,0,88,9,89,55,69,89,7,6,7,1,1,7,6,1,6,2,3,6
11,6,6,3,0,88,10,13,89,69,55,7,2,6,7,1,1,6,1,4,6,3,2
11,6,6,3,1,68,55,89,25,90,78,1,1,7,1,3,7,3,2,6,2,2,2
11,6,6,3,1,88,1,46,89,55,69,7,7,6,7,1,1,6,3,5,6,2,3
11,6,6,3,1,88,69,55,32,89,0,7,1,1,2,7,3,6,3,2,1,6,5
11,6,6,3,0,25,69,9,55,89,69,1,1,6,1,7,1,2,3,1,2,6,3
11,6,6,3,0,88,69,94,90,25,9,7,1,3,3,1,6,6,3,2,2,2,1
25,3,2,2,1,46,5,36,42,21,87,6,0,6,2,3,1,5,4,1,1,3,1
25,3,2,2,0,42,9,59,42,87,21,2,6,3,2,1,3,1,1,3,1,1,3
25,3,2,2,0,54,82,36,88,42,67,1,3,6,3,2,7,2,5,1,0,1,3
25,3,2,2,1,87,42,67,23,94,34,3,2,7,3,3,1,0,1,3,4,2,3
25,3,2,2,1,71,42,67,69,9,25,3,2,7,1,6,1,4,1,3,3,1,2
25,3,2,2,0,81,25,89,72,67,42,3,1,7,3,7,2,5,2,6,4,3,1
25,3,2,2,1,42,72,67,15,25,90,2,3,7,1,1,3,1,4,3,3,2,2
25,3,2,2,1,42,72,67,69,9,79,2,3,7,1,6,4,1,4,3,3,1,1
25,3,2,2,1,9,17,55,72,69,39,6,3,1,3,1,7,1,5,2,4,3,3
25,3,2,2,1,42,29,30,96,52,36,2,0,1,0,1,6,1,5,1,5,2,1
20,9,13,6,0,7,96,79,73,7,40,4,0,4,7,4,7,1,5,1,3,1,3
20,9,13,6,1,40,73,7,69,53,37,7,7,4,1,5,2,3,3,1,3,2,1
20,9,13,6,1,78,90,82,40,2,7,4,3,3,7,2,4,1,2,5,3,2,1
20,9,13,6,1,40,2,7,25,79,29,7,2,4,1,4,0,3,2,1,2,1,5
20,9,13,6,0,77,79,89,7,45,40,7,4,7,4,6,7,2,1,6,1,1,3
20,9,13,6,0,40,7,45,23,44,69,7,4,6,3,5,1,3,1,1,4,5,3
20,9,13,6,0,78,25,88,40,7,45,4,1,3,7,4,6,1,2,0,3,1,1
20,9,13,6,0,69,25,29,40,45,7,2,1,0,7,6,4,3,2,5,3,1,1
20,9,13,6,1,7,45,40,88,23,30,4,6,7,3,3,1,1,1,3,0,4,1
20,9,13,6,0,25,61,94,40,57,7,1,4,3,7,3,4,2,1,2,3,1,1
20,9,13,6,1,55,7,6,94,37,69,1,4,4,3,2,1,3,1,1,2,1,3
20,9,13,6,1,13,7,17,61,29,56,6,4,3,4,0,1,4,1,5,1,5,3
20,9,13,6,1,13,7,17,43,55,79,6,4,3,0,1,4,4,1,5,1,2,1
20,9,13,6,1,13,7,17,82,29,9,6,4,3,3,0,6,4,1,5,5,5,1
20,9,13,6,0,13,7,17,89,55,25,6,4,3,7,1,1,4,1,5,6,2,2
20,9,13,6,0,12,55,9,12,7,17,4,1,6,4,4,3,4,2,1,4,1,5
20,9,13,6,0,68,60,16,17,12,7,1,4,5,3,4,4,3,1,3,5,4,1
20,9,13,6,1,12,7,17,25,55,96,4,4,3,1,1,0,4,1,5,2,2,5
20,9,13,6,1,12,7,17,38,89,79,4,4,3,2,7,4,4,1,5,3,6,1
20,9,13,6,1,12,7,17,53,89,70,4,4,3,5,7,2,4,1,5,2,6,3
20,9,13,6,0,10,77,25,12,7,17,2,0,1,4,4,3,1,5,2,4,1,5
20,9,13,6,0,88,53,56,12,7,17,7,5,1,4,4,3,6,2,3,4,1,5
20,9,13,6,1,38,55,91,89,16,82,2,1,0,7,5,3,3,2,3,6,3,5
20,9,13,6,1,38,55,91,34,23,80,2,1,0,1,3,5,3,2,3,3,4,4
9,9,15,6,0,3,12,91,78,55,3,4,4,0,7,1,4,1,4,3,2,2,1
9,9,15,6,0,44,3,61,3,12,91,5,4,4,4,4,0,5,1,1,1,4,3
9,9,15,6,0,54,43,33,12,91,3,1,0,3,4,0,4,2,1,3,4,3,1
9,9,15,6,0,78,3,61,12,91,3,4,4,4,4,0,4,1,1,1,4,3,1
9,9,15,6,1,69,3,41,79,92,61,2,4,5,4,2,4,3,1,3,1,3,1
9,9,15,6,1,69,3,41,55,63,79,2,4,5,1,7,4,3,1,3,2,1,1
9,9,15,6,1,3,41,70,16,92,12,4,5,2,5,2,4,1,3,3,3,3,4
9,9,15,6,0,24,79,6,3,41,70,1,4,4,4,5,2,2,1,1,1,3,3
9,9,15,6,0,3,70,41,23,7,56,4,2,5,3,4,1,1,3,3,4,1,3
9,9,15,6,1,3,70,41,55,79,3,4,2,5,1,4,4,1,3,3,2,1,1
9,9,15,6,0,78,63,3,3,41,70,4,7,4,4,5,2,1,1,1,1,3,3
9,9,15,6,0,16,6,96,70,3,41,5,4,0,2,4,5,3,1,5,3,1,3
9,9,15,6,1,41,70,3,43,96,61,5,2,4,0,0,4,3,3,1,1,5,1
9,9,15,6,0,70,79,7,70,3,41,4,4,4,2,4,5,1,1,1,3,1,3
9,9,15,6,0,78,78,69,70,3,41,4,7,1,2,4,5,1,2,3,3,1,3
9,9,15,6,1,69,3,41,7,61,71,2,4,5,4,4,4,3,1,3,1,1,1
9,9,15,6,0,3,71,79,70,3,41,4,4,4,2,4,5,1,1,1,3,1,3
9,9,15,6,1,69,3,41,43,71,3,2,4,5,0,4,4,3,1,3,1,1,1
9,9,15,6,1,69,3,41,30,25,61,2,4,5,1,1,4,3,1,3,1,2,1
9,9,15,6,0,70,7,41,70,3,41,4,4,5,2,4,5,1,1,3,3,1,3
25,3,2,2,1,9,17,13,32,88,83,6,3,6,2,3,6,1,5,4,1,0,4
25,3,2,2,1,82,32,88,23,9,13,6,2,3,3,6,6,4,1,0,4,1,4
25,3,2,2,0,13,9,90,83,32,88,6,6,3,6,2,3,4,1,2,4,1,0
25,3,2,2,1,82,32,88,69,80,13,6,2,3,1,5,6,4,1,0,3,4,4
25,3,2,2,1,82,88,32,31,84,94,6,3,2,6,5,3,4,0,1,4,3,2
25,3,2,2,0,13,82,18,83,32,88,6,3,2,6,2,3,4,5,3,4,1,0
25,3,2,2,0,81,15,13,83,32,88,3,1,6,6,2,3,5,3,4,4,1,0
25,3,2,2,1,87,83,32,37,69,29,3,6,2,2,1,0,0,4,1,1,3,5
25,3,2,2,0,9,58,69,83,88,32,6,2,1,6,3,2,1,3,3,4,0,1
25,3,2,2,1,93,9,45,94,83,47,3,6,6,3,6,7,2,1,1,2,4,3
25,3,2,2,1,45,83,47,9,69,13,6,6,7,6,1,6,1,4,3,1,3,4
20,9,13,6,0,45,55,2,61,82,84,6,1,2,4,3,5,1,2,2,1,5,3
20,9,13,6,0,89,82,23,45,7,2,3,3,3,6,4,2,2,5,4,1,1,2
20,9,13,6,0,54,7,79,45,7,2,1,4,4,6,4,2,2,1,1,1,1,2
20,9,13,6,1,7,45,2,60,9,38,4,6,2,4,6,2,1,1,2,1,1,3
20,9,13,6,0,54,30,41,16,2,45,1,1,5,5,2,6,2,1,3,3,2,1
20,9,13,6,1,16,45,2,82,53,32,5,6,2,3,5,2,3,1,2,5,2,1
20,9,13,6,1,16,2,45,61,71,55,5,2,6,4,4,1,3,2,1,1,1,2
20,9,13,6,0,81,16,12,45,16,2,3,5,4,6,5,2,5,3,4,1,3,2
20,9,13,6,1,16,45,2,56,44,79,5,6,2,1,5,4,3,1,2,3,5,1
20,9,13,6,1,45,2,16,89,69,76,6,2,5,7,1,3,1,2,3,6,3,1
20,9,13,6,1,45,16,2,79,23,61,6,5,2,4,3,4,1,3,2,1,4,1
20,9,13,6,0,6,89,69,16,45,2,4,7,1,5,6,2,1,6,3,3,1,2
23,7,3,4,0,88,49,25,23,13,65,7,2,1,3,6,1,6,5,2,4,4,3
23,7,3,4,1,88,13,9,23,13,65,7,6,6,3,6,1,6,4,1,4,4,3
23,7,3,4,0,64,9,99,13,23,65,1,6,7,6,3,1,3,1,3,4,4,3
23,7,3,4,1,13,23,65,32,24,9,6,3,1,2,1,6,4,4,3,1,2,1
23,7,3,4,0,23,25,65,23,13,65,3,1,1,3,6,1,4,2,3,4,4,3
13,5,0,2,0,34,9,46,36,78,93,1,6,6,6,7,1,3,1,5,1,2,1
13,5,0,2,0,88,23,9,36,78,93,7,3,6,6,7,1,6,4,1,1,2,1
13,5,0,2,1,36,78,93,9,82,10,6,7,1,6,3,2,1,2,1,1,5,1
13,5,0,2,1,36,78,93,82,96,89,6,7,1,3,0,7,1,2,1,5,5,6
13,5,0,2,1,77,93,36,19,23,25,7,1,6,3,3,1,2,1,1,2,4,2
25,3,2,2,1,76,23,82,23,88,93,0,3,3,3,3,1,5,4,5,4,0,1
25,3,2,2,0,25,89,9,23,88,93,1,7,6,3,3,1,2,6,1,4,0,1
25,3,2,2,0,9,13,25,23,88,93,6,6,1,3,3,1,1,4,2,4,0,1
